id_aluno;idade;serie;prova_b1;trab1_b1;trab2_b1;freq_b1;prova_b2;trab1_b2;trab2_b2;freq_b2;prova_b3;trab1_b3;trab2_b3;freq_b3;prova_b4;trab1_b4;trab2_b4;freq_b4;nota_b1;nota_b2;nota_b3;nota_b4;nota_final;frequencia_final;resultado_final;media_nota_b1_b3;media_freq_b1_b3;slope_nota;var_nota;prob_reprovado;prob_recuperacao;prob_aprovado;score_risco;nivel_risco
201;13;7;3.9;1.0;0.6;53.4;7.2;0.4;0.3;76.7;3.3;0.2;0.9;89.2;4.0;0.1;0.3;98.7;5.5;7.9;4.4;4.4;5.55;79.5;Recuperação;5.933333333333334;73.10000000000001;-1.0999999999999996;3.2033333333333336;0.22;0.775;0.005;60.75;Risco Moderado
202;14;8;5.7;0.7;0.1;54.7;4.0;0.5;0.1;79.8;6.5;0.4;0.5;60.0;4.0;0.5;0.8;50.9;6.5;4.6;7.4;5.3;5.95;61.35;Reprovado;6.166666666666667;64.83333333333333;0.9000000000000004;2.0433333333333343;0.95;0.05;0.0;97.5;Alto Risco
203;13;6;7.4;0.4;0.7;99.9;3.6;0.9;0.3;68.3;5.9;0.9;0.7;56.5;6.3;0.9;0.1;97.4;8.5;4.8;7.500000000000001;7.3;7.025;80.525;Aprovado;6.933333333333334;74.89999999999999;-0.9999999999999992;3.663333333333334;0.255;0.075;0.67;29.25;Baixo Risco
204;11;6;6.7;0.3;0.3;66.3;7.8;0.3;0.8;90.4;5.0;0.4;0.4;83.8;7.6;0.4;0.8;68.4;7.3;8.9;5.800000000000001;8.8;7.7;77.225;Aprovado;7.333333333333333;80.16666666666667;-1.4999999999999991;2.403333333333333;0.135;0.085;0.78;17.75;Baixo Risco
205;14;6;7.0;0.3;0.0;87.4;3.5;0.9;0.4;76.2;4.8;0.7;0.6;78.0;5.0;0.8;0.1;50.5;7.3;4.800000000000001;6.1;5.9;6.025;73.025;Reprovado;6.066666666666667;80.53333333333335;-1.2000000000000002;1.563333333333332;0.78;0.19;0.03;87.5;Alto Risco
206;11;6;6.3;0.8;0.5;90.3;5.4;0.1;0.1;55.8;4.1;0.3;0.3;89.5;4.0;0.6;0.0;84.5;7.6;5.6;4.699999999999999;4.6;5.625;80.025;Recuperação;5.966666666666666;78.53333333333333;-2.9000000000000004;2.203333333333334;0.08;0.915;0.005;53.75;Risco Moderado
207;14;9;6.5;0.7;0.0;92.9;5.9;0.8;0.3;56.5;6.3;0.1;0.3;86.9;6.2;0.2;0.9;99.0;7.2;7.0;6.699999999999999;7.300000000000001;7.05;83.825;Aprovado;6.966666666666666;78.76666666666667;-0.5000000000000009;0.0633333333333335;0.135;0.155;0.71;21.25;Baixo Risco
208;14;6;7.2;0.2;0.3;99.9;5.7;0.8;1.0;76.8;7.9;0.1;0.6;81.3;7.4;0.6;0.6;98.3;7.7;7.5;8.6;8.6;8.1;89.075;Aprovado;7.933333333333333;86.0;0.8999999999999995;0.343333333333333;0.07;0.08;0.85;11.0;Baixo Risco
209;12;9;4.2;0.2;0.7;62.1;3.4;0.2;0.6;96.8;3.9;0.3;0.5;99.3;6.7;0.5;0.4;58.0;5.1000000000000005;4.2;4.7;7.6;5.4;79.05;Recuperação;4.666666666666667;86.06666666666666;-0.4000000000000003;0.2033333333333335;0.1;0.9;0.0;55.0;Risco Moderado
210;11;9;5.4;0.1;0.1;52.0;3.3;0.4;0.4;65.4;6.0;0.2;0.6;76.7;7.3;0.4;0.2;59.1;5.6;4.1;6.8;7.9;6.1;63.3;Reprovado;5.5;64.7;1.2000000000000002;1.8300000000000003;0.985;0.015;0.0;99.25;Alto Risco
211;13;6;4.1;0.7;0.8;70.6;3.5;0.2;0.2;93.5;5.1;0.2;0.3;55.7;5.7;0.1;0.6;78.3;5.6;3.9;5.6;6.4;5.375;74.525;Reprovado;5.033333333333333;73.26666666666667;0.0;0.963333333333333;0.83;0.17;0.0;91.5;Alto Risco
212;13;6;7.9;0.8;0.0;56.5;5.9;0.7;1.0;88.2;5.2;0.8;0.4;91.4;6.8;0.4;0.5;81.9;8.700000000000001;7.6;6.4;7.7;7.6;79.5;Aprovado;7.566666666666667;78.7;-2.3000000000000007;1.323333333333334;0.145;0.115;0.74;20.25;Baixo Risco
213;11;7;7.7;0.3;0.2;51.1;5.7;0.5;0.8;62.4;4.3;0.0;0.1;62.6;3.7;0.1;1.0;87.0;8.2;7.0;4.4;4.800000000000001;6.1;65.775;Reprovado;6.533333333333334;58.7;-3.799999999999999;3.773333333333332;0.965;0.025;0.01;97.75;Alto Risco
214;13;8;3.2;0.0;0.7;68.0;4.2;0.6;0.3;51.8;7.1;0.6;0.1;88.9;4.7;0.1;1.0;59.1;3.9;5.1;7.799999999999999;5.8;5.65;66.95;Reprovado;5.599999999999999;69.56666666666666;3.899999999999999;3.989999999999998;0.935;0.04;0.025;95.5;Alto Risco
215;13;6;6.5;0.1;0.3;89.2;6.2;0.2;0.1;55.1;5.4;0.4;0.3;97.9;4.9;0.4;0.6;98.0;6.9;6.5;6.1000000000000005;5.9;6.35;85.05000000000001;Recuperação;6.5;80.73333333333333;-0.7999999999999998;0.1599999999999999;0.09;0.88;0.03;53.0;Risco Moderado
216;11;7;7.6;1.0;0.1;78.3;7.1;0.2;0.1;86.4;5.7;0.5;0.1;84.8;5.6;0.3;0.4;81.9;8.7;7.399999999999999;6.3;6.3;7.175;82.85;Aprovado;7.466666666666666;83.16666666666667;-2.3999999999999995;1.443333333333333;0.03;0.115;0.855;8.75;Baixo Risco
217;14;7;3.9;0.3;0.4;65.6;3.2;0.0;0.1;60.0;4.5;0.6;0.1;79.8;7.6;0.9;0.5;92.4;4.6000000000000005;3.3000000000000003;5.199999999999999;9.0;5.525;74.44999999999999;Reprovado;4.366666666666666;68.46666666666665;0.5999999999999988;0.9433333333333326;0.965;0.035;0.0;98.25;Alto Risco
218;11;8;5.8;0.8;0.3;82.7;5.5;0.3;0.6;68.6;3.9;0.3;0.8;73.0;7.4;0.4;0.7;77.0;6.9;6.4;5.0;8.5;6.699999999999999;75.325;Recuperação;6.1000000000000005;74.76666666666667;-1.9000000000000004;0.9700000000000004;0.28;0.72;0.0;64.0;Risco Moderado
219;14;9;7.6;0.6;0.8;61.6;6.4;0.6;0.9;75.1;3.4;0.3;0.0;68.2;3.7;0.8;0.1;70.7;9.0;7.9;3.7;4.6;6.299999999999999;68.89999999999999;Reprovado;6.866666666666666;68.3;-5.3;7.823333333333332;0.92;0.065;0.015;95.25;Alto Risco
220;13;6;3.2;0.4;0.3;50.7;4.3;0.9;0.5;86.3;6.6;0.7;0.7;67.7;3.9;0.5;0.3;98.9;3.9;5.7;8.0;4.7;5.575;75.9;Recuperação;5.866666666666667;68.23333333333333;4.1;4.223333333333334;0.32;0.665;0.015;65.25;Risco Moderado
221;13;8;6.5;0.2;0.8;88.2;4.5;0.7;0.8;55.7;4.0;0.9;0.3;81.8;4.8;0.7;0.1;79.1;7.5;6.0;5.2;5.6;6.074999999999999;76.19999999999999;Recuperação;6.233333333333333;75.23333333333333;-2.3;1.3633333333333333;0.12;0.865;0.015;55.25;Risco Moderado
222;13;6;4.5;0.1;0.9;81.2;6.1;0.4;0.4;70.3;6.5;0.2;0.9;87.6;4.5;0.3;0.1;93.3;5.5;6.9;7.6;4.9;6.225;83.1;Recuperação;6.666666666666667;79.7;2.1;1.143333333333333;0.095;0.86;0.045;52.5;Risco Moderado
223;12;7;7.6;0.6;0.4;88.1;7.5;1.0;0.7;74.3;5.0;0.1;0.5;83.9;6.1;0.9;0.2;97.7;8.6;9.2;5.6;7.2;7.649999999999999;86.0;Aprovado;7.8;82.1;-3.0;3.7199999999999993;0.05;0.13;0.82;11.5;Baixo Risco
224;14;7;7.9;0.8;0.9;51.9;7.0;0.7;0.7;77.0;5.1;0.9;0.3;59.9;7.5;0.5;0.5;83.8;9.6;8.4;6.3;8.5;8.2;68.15;Reprovado;8.1;62.93333333333334;-3.3;2.79;0.975;0.005;0.02;97.75;Alto Risco
225;12;9;7.7;0.6;0.4;91.9;5.9;0.9;0.2;90.9;5.3;0.3;0.5;74.7;7.8;0.8;0.8;77.4;8.700000000000001;7.000000000000001;6.1;9.4;7.800000000000001;83.725;Aprovado;7.266666666666668;85.83333333333333;-2.6000000000000014;1.7433333333333352;0.06;0.075;0.865;9.75;Baixo Risco
226;12;7;5.4;0.5;1.0;81.0;6.7;0.5;0.4;58.6;4.8;0.6;0.4;89.6;6.3;0.4;0.5;50.2;6.9;7.6;5.8;7.2;6.875;69.85;Reprovado;6.766666666666667;76.39999999999999;-1.1000000000000003;0.8233333333333333;0.67;0.24;0.09;79.0;Alto Risco
227;11;7;7.3;0.0;0.1;78.2;4.8;0.3;0.6;90.4;3.5;0.4;0.6;73.8;7.2;0.1;0.3;52.0;7.399999999999999;5.699999999999999;4.5;7.6;6.299999999999999;73.60000000000001;Reprovado;5.866666666666666;80.80000000000001;-2.8999999999999986;2.1233333333333317;0.695;0.295;0.01;84.25;Alto Risco
228;12;8;7.2;1.0;0.7;81.2;6.2;0.1;0.1;84.6;4.5;0.1;0.1;76.8;5.6;0.7;0.1;60.0;8.899999999999999;6.4;4.699999999999999;6.4;6.599999999999999;75.65;Recuperação;6.666666666666667;80.86666666666667;-4.199999999999999;4.463333333333331;0.06;0.875;0.065;49.75;Risco Moderado
229;11;6;4.6;0.8;0.5;93.2;5.3;0.7;0.4;77.8;6.3;0.6;1.0;88.6;4.0;0.0;0.6;59.3;5.9;6.4;7.899999999999999;4.6;6.199999999999999;79.72500000000001;Recuperação;6.733333333333333;86.53333333333335;1.9999999999999984;1.0833333333333313;0.055;0.845;0.1;47.75;Risco Moderado
230;11;6;7.1;0.3;0.4;79.3;3.9;0.1;0.5;85.0;6.3;0.5;0.4;83.1;5.6;0.5;0.3;62.7;7.8;4.5;7.2;6.4;6.475;77.525;Recuperação;6.5;82.46666666666667;-0.5999999999999996;3.09;0.075;0.9;0.025;52.5;Risco Moderado
231;12;8;3.2;1.0;0.6;79.0;6.5;0.3;1.0;70.6;4.4;0.2;0.3;70.5;5.8;0.2;0.6;65.2;4.8;7.8;4.9;6.6;6.025;71.325;Reprovado;5.833333333333333;73.36666666666666;0.1000000000000005;2.903333333333333;0.88;0.12;0.0;94.0;Alto Risco
232;14;9;6.0;0.6;0.7;99.5;5.8;0.5;0.5;56.9;5.3;0.5;0.7;94.8;6.7;0.6;1.0;68.0;7.3;6.8;6.5;8.3;7.225;79.8;Aprovado;6.866666666666667;83.73333333333333;-0.7999999999999998;0.1633333333333332;0.045;0.14;0.815;11.5;Baixo Risco
233;14;6;4.2;0.6;0.0;87.8;4.8;0.6;0.8;83.3;4.0;0.8;0.4;58.1;4.1;1.0;0.1;71.0;4.8;6.199999999999999;5.2;5.199999999999999;5.35;75.05;Recuperação;5.4;76.39999999999999;0.4000000000000003;0.5199999999999996;0.155;0.825;0.02;56.75;Risco Moderado
234;14;7;3.6;0.7;0.2;72.1;7.6;0.6;0.4;76.2;4.1;0.6;0.8;99.8;4.8;0.5;0.2;54.9;4.5;8.6;5.499999999999999;5.5;6.025;75.75;Recuperação;6.199999999999999;82.7;0.9999999999999992;4.569999999999999;0.04;0.935;0.025;50.75;Risco Moderado
235;14;6;3.4;0.8;0.7;85.4;3.1;0.2;0.8;82.0;3.1;0.1;0.5;55.9;4.8;0.8;0.5;52.1;4.9;4.1000000000000005;3.7;6.1;4.699999999999999;68.85000000000001;Reprovado;4.233333333333333;74.43333333333334;-1.2000000000000002;0.3733333333333334;0.785;0.21;0.005;89.0;Alto Risco
236;14;7;6.5;0.7;0.7;69.5;4.6;0.4;0.6;66.9;7.5;0.5;0.7;50.7;7.8;0.5;1.0;83.7;7.9;5.6;8.7;9.3;7.875;67.7;Reprovado;7.399999999999999;62.366666666666674;0.7999999999999989;2.59;0.985;0.01;0.005;99.0;Alto Risco
237;12;9;4.7;0.1;1.0;61.4;3.3;0.6;0.9;95.3;4.1;0.7;0.1;94.5;5.2;0.5;0.8;76.9;5.8;4.8;4.9;6.5;5.5;82.025;Recuperação;5.166666666666667;83.73333333333333;-0.8999999999999995;0.3033333333333332;0.055;0.945;0.0;52.75;Risco Moderado
238;12;8;6.6;0.3;0.8;79.8;6.8;1.0;0.4;79.4;4.1;0.8;0.8;62.2;6.8;0.9;0.9;72.2;7.699999999999999;8.2;5.699999999999999;8.6;7.549999999999999;73.39999999999999;Reprovado;7.199999999999999;73.8;-2.0;1.75;0.87;0.1;0.03;92.0;Alto Risco
239;13;6;3.3;0.9;1.0;96.4;6.5;0.7;0.6;54.3;4.4;0.6;0.7;86.5;6.8;0.9;0.3;81.7;5.2;7.8;5.7;8.0;6.675;79.725;Recuperação;6.233333333333333;79.06666666666666;0.5;1.9033333333333329;0.075;0.92;0.005;53.5;Risco Moderado
240;14;8;4.6;0.2;0.7;96.5;4.7;0.9;0.6;72.5;3.6;0.2;0.2;90.6;4.3;0.8;1.0;91.4;5.5;6.2;4.0;6.1;5.449999999999999;87.75;Recuperação;5.233333333333333;86.53333333333335;-1.5;1.2633333333333336;0.045;0.945;0.01;51.75;Risco Moderado
241;12;6;5.7;0.4;0.3;67.1;6.4;0.8;0.4;87.8;6.2;0.7;0.1;92.9;5.9;0.3;0.1;71.4;6.4;7.6;7.0;6.3;6.825;79.8;Recuperação;7.0;82.6;0.5999999999999996;0.3599999999999996;0.055;0.755;0.19;43.25;Risco Moderado
242;13;7;7.0;0.4;0.1;76.4;5.0;0.6;0.1;89.7;3.4;0.7;0.3;99.6;7.5;0.5;0.1;82.1;7.5;5.699999999999999;4.4;8.1;6.424999999999999;86.95000000000002;Recuperação;5.866666666666667;88.56666666666668;-3.1;2.423333333333333;0.085;0.905;0.01;53.75;Risco Moderado
243;14;8;4.6;0.4;0.8;60.6;6.8;0.2;0.1;74.7;3.7;0.0;1.0;64.7;5.4;0.2;0.9;97.7;5.8;7.1;4.7;6.500000000000001;6.025;74.425;Reprovado;5.866666666666666;66.66666666666667;-1.0999999999999996;1.443333333333333;1.0;0.0;0.0;100.0;Alto Risco
244;11;6;6.1;0.6;0.6;99.8;5.3;0.7;0.0;94.7;6.2;0.4;0.3;85.5;7.7;0.4;0.9;92.0;7.299999999999999;6.0;6.9;9.0;7.3;93.0;Aprovado;6.733333333333333;93.33333333333331;-0.3999999999999986;0.4433333333333328;0.025;0.22;0.755;13.5;Baixo Risco
245;13;7;7.4;0.9;0.0;99.1;5.1;0.6;0.9;63.4;4.7;0.3;0.5;55.8;4.1;0.5;0.1;71.3;8.3;6.6;5.5;4.699999999999999;6.275;72.4;Reprovado;6.8;72.76666666666667;-2.8000000000000007;1.990000000000001;0.905;0.065;0.03;93.75;Alto Risco
246;12;8;6.1;0.2;0.4;82.5;7.7;0.6;0.2;70.5;6.5;0.7;0.0;70.3;3.4;0.8;0.1;82.2;6.7;8.5;7.2;4.3;6.675;76.375;Recuperação;7.466666666666666;74.43333333333334;0.5;0.8633333333333331;0.18;0.74;0.08;55.0;Risco Moderado
247;11;8;4.2;0.1;1.0;90.2;4.3;0.5;0.2;94.9;5.8;0.2;0.4;92.4;7.5;0.9;0.0;58.9;5.3;5.0;6.4;8.4;6.275;84.1;Recuperação;5.566666666666667;92.5;1.1000000000000003;0.5433333333333337;0.03;0.955;0.015;50.75;Risco Moderado
248;11;6;3.1;0.2;0.5;85.8;3.6;0.5;0.7;94.8;4.3;0.6;0.6;68.4;7.2;0.4;0.1;78.0;3.8;4.8;5.499999999999999;7.7;5.449999999999999;81.75;Recuperação;4.699999999999999;83.0;1.6999999999999993;0.7299999999999994;0.095;0.895;0.01;54.25;Risco Moderado
249;11;6;7.4;0.9;0.4;79.7;5.9;0.3;0.3;84.3;6.3;0.9;1.0;79.6;8.0;0.0;0.2;99.1;8.700000000000001;6.5;8.2;8.2;7.899999999999999;85.675;Aprovado;7.8;81.2;-0.5000000000000018;1.3300000000000007;0.045;0.1;0.855;9.5;Baixo Risco
250;13;6;3.1;0.6;0.5;52.7;7.8;0.5;0.5;92.9;3.6;0.8;0.5;75.2;6.4;0.9;1.0;75.9;4.2;8.8;4.9;8.3;6.55;74.17500000000001;Reprovado;5.966666666666666;73.60000000000001;0.7000000000000002;6.143333333333334;0.765;0.225;0.01;87.75;Alto Risco
251;12;7;7.4;0.3;0.2;72.7;4.9;0.2;0.2;54.4;5.7;0.9;0.8;82.3;7.7;0.2;0.7;96.4;7.9;5.300000000000001;7.4;8.6;7.300000000000001;76.44999999999999;Aprovado;6.866666666666667;69.8;-0.5;1.9033333333333329;0.305;0.035;0.66;32.25;Baixo Risco
252;11;6;5.6;0.8;0.4;83.7;3.3;0.8;1.0;93.2;5.2;1.0;0.5;98.6;7.1;0.6;0.8;70.4;6.8;5.1;6.7;8.5;6.775;86.475;Recuperação;6.199999999999999;91.83333333333331;-0.0999999999999996;0.9100000000000004;0.07;0.91;0.02;52.5;Risco Moderado
253;14;8;7.7;0.9;0.4;83.9;4.7;0.2;0.9;66.0;4.3;0.0;0.0;52.8;7.2;0.0;0.8;99.9;9.0;5.800000000000001;4.3;8.0;6.775;75.65;Recuperação;6.366666666666667;67.56666666666666;-4.7;5.763333333333334;0.34;0.65;0.01;66.5;Risco Moderado
254;11;8;7.0;0.8;0.1;68.7;5.5;0.1;0.9;58.9;6.0;0.6;0.3;78.7;5.8;0.4;0.5;79.0;7.899999999999999;6.5;6.9;6.7;6.999999999999999;71.325;Reprovado;7.099999999999999;68.76666666666667;-0.9999999999999982;0.5199999999999988;0.93;0.04;0.03;95.0;Alto Risco
255;11;6;8.0;0.9;0.8;97.1;3.8;0.4;0.4;62.0;7.4;0.4;0.6;93.2;4.9;1.0;0.8;52.1;9.7;4.6000000000000005;8.4;6.7;7.35;76.10000000000001;Aprovado;7.566666666666667;84.10000000000001;-1.299999999999999;7.023333333333331;0.075;0.145;0.78;14.75;Baixo Risco
256;13;6;4.8;0.3;0.4;58.4;6.3;0.7;0.8;70.9;8.0;0.9;1.0;74.1;7.7;0.1;0.6;79.3;5.5;7.8;9.9;8.4;7.9;70.675;Reprovado;7.733333333333334;67.8;4.4;4.843333333333334;0.92;0.04;0.04;94.0;Alto Risco
257;13;9;6.8;0.8;0.8;75.0;8.0;0.4;0.1;62.6;6.0;0.3;0.9;53.9;5.2;0.4;0.3;63.7;8.4;8.5;7.2;5.9;7.5;63.8;Reprovado;8.033333333333333;63.833333333333336;-1.2000000000000002;0.5233333333333333;0.97;0.01;0.02;97.5;Alto Risco
258;12;8;5.0;0.5;0.9;84.5;5.3;0.3;0.0;66.0;5.0;1.0;0.2;78.0;5.7;0.3;0.6;51.6;6.4;5.6;6.2;6.6;6.199999999999999;70.025;Reprovado;6.066666666666666;76.16666666666667;-0.2000000000000001;0.1733333333333336;0.77;0.2;0.03;87.0;Alto Risco
259;14;7;5.4;0.8;0.2;84.9;4.8;0.6;0.0;56.7;4.1;0.6;0.2;66.6;5.2;0.9;0.5;91.0;6.4;5.4;4.9;6.6000000000000005;5.825;74.80000000000001;Reprovado;5.566666666666667;69.4;-1.5;0.5833333333333334;0.96;0.035;0.005;97.75;Alto Risco
260;13;9;6.1;0.7;0.7;82.4;5.0;0.3;0.6;64.8;4.3;0.8;0.2;57.7;5.8;0.9;0.8;63.8;7.5;5.9;5.3;7.5;6.55;67.175;Reprovado;6.233333333333333;68.3;-2.2;1.2933333333333334;0.98;0.015;0.005;98.75;Alto Risco
261;11;6;7.4;0.8;0.5;63.8;3.6;0.9;0.5;78.6;5.4;0.1;0.9;92.5;5.4;0.2;1.0;89.8;8.700000000000001;5.0;6.4;6.6000000000000005;6.675000000000001;81.175;Recuperação;6.7;78.3;-2.3000000000000007;3.490000000000002;0.085;0.865;0.05;51.75;Risco Moderado
262;12;6;7.9;0.7;0.9;57.8;7.4;0.9;0.5;72.1;4.8;0.2;0.9;76.1;3.2;0.1;0.4;64.4;9.5;8.8;5.9;3.7;6.9750000000000005;67.6;Reprovado;8.066666666666668;68.66666666666666;-3.6;3.6433333333333335;0.9;0.065;0.035;93.25;Alto Risco
263;11;8;6.8;0.2;0.2;81.8;5.1;0.5;0.0;67.3;7.6;0.8;0.8;96.7;7.4;0.6;0.8;59.7;7.2;5.6;9.2;8.8;7.7;76.375;Aprovado;7.333333333333333;81.93333333333334;1.9999999999999991;3.2533333333333325;0.06;0.105;0.835;11.25;Baixo Risco
264;11;6;5.1;0.5;0.7;80.0;4.9;0.3;0.4;87.3;4.8;0.0;0.4;90.3;5.2;0.3;0.1;98.7;6.3;5.6000000000000005;5.2;5.6;5.675000000000001;89.075;Recuperação;5.7;85.86666666666667;-1.0999999999999996;0.3099999999999998;0.055;0.925;0.02;51.75;Risco Moderado
265;13;7;5.1;1.0;0.6;59.0;6.3;0.7;0.7;94.7;4.9;0.8;0.5;84.6;5.9;0.7;0.8;68.1;6.699999999999999;7.7;6.2;7.4;7.0;76.6;Aprovado;6.866666666666666;79.43333333333332;-0.4999999999999991;0.5833333333333335;0.11;0.165;0.725;19.25;Baixo Risco
266;12;8;6.7;0.9;0.3;85.3;5.2;0.0;0.4;87.8;4.9;0.0;0.5;50.3;3.7;0.0;0.4;80.1;7.9;5.6000000000000005;5.4;4.1000000000000005;5.75;75.875;Recuperação;6.3;74.46666666666665;-2.5;1.93;0.155;0.835;0.01;57.25;Risco Moderado
267;14;6;4.2;0.0;0.1;72.8;6.2;0.5;0.7;66.6;7.2;0.7;0.3;71.4;3.0;0.1;0.0;80.5;4.3;7.4;8.200000000000001;3.1;5.75;72.82499999999999;Reprovado;6.633333333333333;70.26666666666667;3.900000000000001;4.243333333333336;0.94;0.03;0.03;95.5;Alto Risco
268;14;8;3.6;0.2;0.7;83.4;3.3;0.3;0.2;87.2;6.3;0.4;0.5;59.9;4.2;0.7;0.4;78.0;4.5;3.8;7.2;5.300000000000001;5.2;77.125;Recuperação;5.166666666666667;76.83333333333334;2.7;3.223333333333334;0.14;0.855;0.005;56.75;Risco Moderado
269;13;6;4.8;0.1;0.7;91.9;7.1;0.9;0.8;57.6;6.1;0.6;0.0;95.5;6.5;0.2;0.6;95.7;5.6;8.8;6.699999999999999;7.3;7.1000000000000005;85.175;Aprovado;7.033333333333334;81.66666666666667;1.0999999999999996;2.6433333333333358;0.09;0.21;0.7;19.5;Baixo Risco
270;13;6;4.4;0.7;0.3;58.5;7.7;0.0;0.6;56.5;4.7;0.7;0.1;58.7;3.5;0.9;0.1;83.7;5.4;8.3;5.5;4.5;5.925000000000001;64.35;Reprovado;6.400000000000001;57.9;0.0999999999999996;2.710000000000001;0.99;0.01;0.0;99.5;Alto Risco
271;12;6;4.5;0.8;0.6;51.0;6.2;0.6;0.2;67.3;7.1;0.3;0.9;64.3;7.5;0.1;0.9;70.2;5.9;7.0;8.299999999999999;8.5;7.424999999999999;63.2;Reprovado;7.066666666666666;60.86666666666667;2.3999999999999986;1.4433333333333316;0.975;0.01;0.015;98.0;Alto Risco
272;14;7;4.2;0.2;0.4;89.0;7.8;0.7;0.2;90.4;3.2;0.1;0.8;75.8;4.1;0.2;0.1;93.1;4.800000000000001;8.7;4.1000000000000005;4.4;5.5;87.07499999999999;Recuperação;5.866666666666667;85.06666666666666;-0.7000000000000002;6.14333333333333;0.025;0.97;0.005;51.0;Risco Moderado
273;14;7;3.2;0.5;0.7;80.5;3.8;0.5;0.6;62.3;7.4;0.1;0.4;63.2;4.0;1.0;0.9;59.1;4.4;4.9;7.9;5.9;5.775;66.275;Reprovado;5.733333333333334;68.66666666666667;3.5;3.583333333333333;0.98;0.01;0.01;98.5;Alto Risco
274;14;8;3.1;0.8;0.2;85.0;5.4;0.1;0.8;53.2;5.6;0.6;0.5;60.5;3.9;0.4;0.7;77.2;4.1000000000000005;6.3;6.699999999999999;5.0;5.525;68.975;Reprovado;5.7;66.23333333333333;2.5999999999999988;1.9599999999999984;0.98;0.02;0.0;99.0;Alto Risco
275;11;6;7.9;0.7;0.9;91.9;6.0;1.0;0.4;56.6;5.0;0.5;0.4;80.0;3.1;0.7;0.3;97.5;9.5;7.4;5.9;4.1;6.725;81.5;Recuperação;7.599999999999999;76.16666666666667;-3.6;3.269999999999999;0.155;0.685;0.16;49.75;Risco Moderado
276;14;6;5.1;0.5;0.3;90.1;5.9;0.5;0.3;92.9;5.5;0.7;0.7;54.4;6.9;0.2;0.4;81.3;5.9;6.7;6.9;7.500000000000001;6.75;79.675;Recuperação;6.5;79.13333333333334;1.0;0.2799999999999999;0.07;0.9;0.03;52.0;Risco Moderado
277;11;7;4.9;0.6;0.4;98.0;5.0;0.6;0.9;81.7;6.3;0.5;0.8;52.9;7.4;0.6;0.7;90.8;5.9;6.5;7.6;8.7;7.175;80.85;Aprovado;6.666666666666667;77.53333333333333;1.6999999999999993;0.7433333333333327;0.11;0.225;0.665;22.25;Baixo Risco
278;12;6;6.4;0.5;0.1;76.8;4.7;0.2;0.7;62.7;3.1;0.4;0.8;68.6;6.1;0.7;0.6;82.7;7.0;5.6000000000000005;4.3;7.399999999999999;6.075;72.7;Reprovado;5.633333333333334;69.36666666666666;-2.7;1.8233333333333337;0.95;0.045;0.005;97.25;Alto Risco
279;11;7;4.1;0.3;0.1;74.4;3.6;0.5;0.4;77.8;7.4;0.4;0.7;86.0;3.9;0.3;0.7;92.0;4.499999999999999;4.5;8.5;4.9;5.6;82.55;Recuperação;5.833333333333333;79.39999999999999;4.000000000000001;5.333333333333334;0.095;0.9;0.005;54.5;Risco Moderado
280;12;6;7.7;0.6;0.5;70.1;5.0;0.4;0.5;76.4;5.2;0.0;0.2;77.7;4.4;0.8;0.4;97.2;8.8;5.9;5.4;5.6000000000000005;6.425000000000001;80.35;Recuperação;6.7;74.73333333333333;-3.4000000000000004;3.370000000000001;0.255;0.715;0.03;61.25;Risco Moderado
281;14;8;6.9;0.7;0.3;57.7;3.8;0.1;0.2;82.8;4.7;0.3;0.3;71.1;5.4;0.6;0.5;63.6;7.9;4.1;5.3;6.5;5.95;68.8;Reprovado;5.766666666666667;70.53333333333333;-2.6000000000000005;3.773333333333335;0.88;0.12;0.0;94.0;Alto Risco
282;14;6;3.4;0.9;0.8;78.6;6.7;0.1;0.6;61.7;3.7;1.0;0.5;78.3;7.8;0.4;1.0;58.5;5.1;7.399999999999999;5.2;9.2;6.725;69.275;Reprovado;5.9;72.86666666666667;0.1000000000000005;1.689999999999998;0.9;0.1;0.0;95.0;Alto Risco
283;12;6;5.1;0.6;0.0;63.9;4.0;0.8;0.4;93.2;5.2;0.9;0.3;68.3;4.2;0.6;0.2;74.2;5.699999999999999;5.2;6.4;5.0;5.574999999999999;74.89999999999999;Reprovado;5.766666666666666;75.13333333333333;0.7000000000000011;0.3633333333333335;0.85;0.145;0.005;92.25;Alto Risco
284;13;9;7.4;0.8;0.4;96.1;3.3;0.2;1.0;65.5;5.5;0.3;0.8;96.8;6.7;0.6;0.4;85.1;8.600000000000001;4.5;6.6;7.7;6.8500000000000005;85.875;Recuperação;6.566666666666667;86.13333333333333;-2.0000000000000018;4.203333333333337;0.055;0.885;0.06;49.75;Risco Moderado
285;12;7;7.7;0.2;0.3;79.2;5.8;0.2;0.5;84.7;5.0;0.6;0.3;52.7;5.2;0.2;0.3;61.4;8.200000000000001;6.5;5.9;5.7;6.575;69.5;Reprovado;6.866666666666667;72.2;-2.3000000000000007;1.4233333333333344;0.91;0.045;0.045;93.25;Alto Risco
286;13;6;5.3;0.5;0.0;79.6;6.0;0.5;0.5;50.8;6.4;0.8;0.1;83.7;4.5;0.4;0.8;50.2;5.8;7.0;7.3;5.7;6.45;66.07499999999999;Reprovado;6.7;71.36666666666666;1.5;0.63;0.885;0.07;0.045;92.0;Alto Risco
