,prova_b1,prova_b2,prova_b3,trab1_b1,trab1_b2,trab1_b3,trab2_b1,trab2_b2,trab2_b3,freq_b1,freq_b2,freq_b3,idade,serie,media_nota_b1_b3,media_freq_b1_b3,slope_nota,var_nota,resultado_final
157,3.2,7.3,7.7,0.5,0.6,0.4,0.3,0.4,0.9,69.1,52.6,99.6,12,6,7.099999999999999,73.76666666666667,5.0,7.329999999999999,2
158,3.8,7.8,4.0,0.1,0.2,0.4,0.1,0.4,0.6,91.1,87.7,59.9,11,7,5.8,79.56666666666668,1.0,5.32,1
159,6.7,5.8,7.4,0.5,0.7,0.8,0.5,0.3,0.9,83.0,97.8,78.8,14,8,7.866666666666667,86.53333333333335,1.3999999999999995,1.343333333333333,2
160,3.4,5.6,6.5,0.5,0.5,1.0,0.8,0.8,0.3,89.8,62.0,96.3,13,6,6.466666666666668,82.7,3.0999999999999996,2.543333333333333,0
161,6.0,3.4,5.3,0.8,0.2,0.1,0.7,0.9,0.5,63.6,66.2,57.3,11,6,5.966666666666666,62.366666666666674,-1.5999999999999996,2.2533333333333334,0
162,4.2,5.7,5.7,0.1,0.3,0.4,0.1,0.9,0.5,84.6,59.2,98.5,14,7,5.966666666666668,80.76666666666667,2.2,1.8633333333333337,1
163,4.9,4.9,7.2,0.5,0.7,0.5,0.1,0.2,0.0,63.2,78.8,97.4,14,8,6.333333333333333,79.8,2.2,1.4233333333333333,0
164,4.4,6.0,5.4,0.2,0.5,0.4,0.4,0.9,0.6,97.0,57.7,94.2,12,8,6.266666666666668,82.96666666666665,1.3999999999999995,1.4533333333333327,1
165,4.8,4.9,4.9,0.3,0.2,0.4,0.3,0.7,0.7,81.8,67.8,60.7,11,6,5.733333333333334,70.10000000000001,0.6000000000000005,0.0933333333333335,0
166,6.6,4.2,5.5,0.7,1.0,0.1,0.2,0.3,0.6,66.2,84.9,81.7,14,6,6.3999999999999995,77.60000000000001,-1.3000000000000007,1.03,1
167,4.5,3.5,5.9,0.5,0.7,0.7,0.3,0.1,0.7,63.5,78.0,88.0,13,7,5.633333333333333,76.5,2.000000000000001,2.333333333333335,1
168,5.8,4.6,3.9,0.4,1.0,0.4,0.8,0.3,0.6,59.5,69.3,99.3,13,7,5.933333333333334,76.03333333333335,-2.0999999999999996,1.103333333333333,1
169,5.4,3.5,7.5,0.4,0.4,0.2,0.9,0.9,0.1,84.7,71.0,59.0,12,8,6.433333333333334,71.56666666666666,1.0999999999999988,2.3033333333333337,0
170,6.3,3.9,6.4,0.5,0.5,0.8,0.4,0.6,0.1,60.9,78.1,88.3,14,9,6.5,75.76666666666667,0.09999999999999964,1.69,1
171,7.7,7.9,6.2,0.8,0.9,0.8,0.9,0.7,0.6,79.8,50.3,66.9,11,8,8.833333333333334,65.66666666666667,-1.8000000000000007,1.143333333333334,0
172,6.7,5.2,3.5,0.9,0.5,0.5,0.3,0.3,0.3,63.2,53.9,58.8,13,6,6.066666666666666,58.633333333333326,-3.6000000000000005,3.243333333333334,0
173,4.1,5.7,6.0,1.0,0.7,0.3,0.5,0.7,0.1,83.1,94.1,71.1,14,8,6.366666666666667,82.76666666666667,0.8000000000000007,0.563333333333334,1
174,3.2,7.4,3.6,0.8,0.3,0.6,0.2,0.0,0.4,90.7,53.9,89.7,14,9,5.5,78.10000000000001,0.40000000000000036,3.6699999999999995,1
175,4.3,8.0,3.4,0.3,0.4,0.3,0.6,0.4,0.6,88.9,85.3,73.2,12,7,6.1000000000000005,82.46666666666665,-0.8999999999999995,5.670000000000003,1
176,6.0,5.9,5.6,0.7,0.1,0.2,1.0,0.6,0.3,88.0,96.0,76.9,13,9,6.8,86.96666666666665,-1.6000000000000005,0.6700000000000005,2
177,3.3,7.1,5.0,0.4,0.2,0.7,0.6,0.1,0.7,59.4,63.5,99.8,13,9,6.033333333333334,74.23333333333333,2.1000000000000005,2.503333333333332,0
178,5.5,4.6,5.9,0.3,0.0,0.0,0.4,0.8,0.6,54.4,68.5,70.0,11,9,6.033333333333334,64.3,0.2999999999999998,0.32333333333333314,0
179,6.0,4.5,3.4,0.8,0.0,0.1,0.6,0.2,0.3,84.9,78.4,80.8,13,7,5.3,81.36666666666667,-3.5999999999999988,3.509999999999997,1
180,4.7,5.0,5.2,0.0,1.0,0.0,0.1,0.7,0.8,68.4,94.1,68.3,11,9,5.833333333333333,76.93333333333334,1.2000000000000002,0.9233333333333337,0
181,6.9,6.4,3.9,0.9,0.2,0.2,0.9,0.4,0.6,71.6,97.1,69.6,13,9,6.800000000000001,79.43333333333332,-4.000000000000002,4.030000000000004,2
182,3.5,6.4,7.9,0.5,0.7,0.1,0.5,0.6,0.6,51.6,87.0,84.8,12,9,6.933333333333333,74.46666666666665,4.1,4.643333333333333,0
183,3.4,4.6,5.8,0.6,0.8,1.0,0.4,0.1,0.6,63.0,54.3,96.9,13,6,5.766666666666666,71.39999999999999,2.9999999999999982,2.3033333333333306,1
184,6.6,3.7,6.4,0.7,0.6,0.3,0.6,0.0,0.0,51.7,83.5,77.1,11,9,6.3,70.76666666666667,-1.1999999999999984,3.359999999999998,0
185,5.5,6.2,4.6,0.9,0.2,0.1,0.6,0.9,0.7,94.0,70.5,88.4,11,7,6.566666666666667,84.3,-1.5999999999999996,1.0433333333333334,1
186,6.4,3.6,3.5,0.6,0.7,0.2,0.1,0.3,0.4,62.2,73.5,54.5,12,9,5.266666666666667,63.4,-2.999999999999999,2.583333333333332,0
187,5.2,5.9,7.9,0.6,0.6,0.9,0.7,0.8,0.9,77.9,52.5,60.6,13,9,7.833333333333333,63.666666666666664,3.1999999999999993,2.773333333333332,0
188,4.2,6.5,4.4,0.1,0.7,0.5,0.2,1.0,0.8,51.9,59.6,75.1,13,7,6.133333333333333,62.199999999999996,1.2000000000000002,3.5633333333333317,0
189,7.1,6.5,5.1,0.5,0.8,0.4,0.7,0.2,0.6,83.3,89.5,51.0,12,9,7.3,74.60000000000001,-2.1999999999999993,1.2399999999999993,0
190,7.0,6.8,6.2,0.2,1.0,0.9,0.8,0.3,0.3,66.2,72.7,62.6,13,7,7.833333333333333,67.16666666666667,-0.5999999999999996,0.1433333333333331,0
191,6.5,7.4,3.1,0.7,0.6,0.4,0.8,0.7,0.2,94.9,65.1,75.9,13,9,6.8,78.63333333333334,-4.3,7.329999999999998,1
192,4.4,5.5,7.1,0.5,0.3,0.3,0.6,1.0,0.3,94.4,69.2,50.7,11,7,6.666666666666667,71.43333333333334,2.1999999999999993,1.2233333333333327,0
193,6.0,6.7,5.7,0.7,0.6,0.2,0.5,0.9,0.5,66.3,92.7,63.2,13,9,7.266666666666666,74.06666666666666,-0.7999999999999998,0.8133333333333324,0
194,4.8,6.1,4.4,0.0,0.1,0.4,0.1,0.5,0.3,95.0,87.4,75.7,13,9,5.566666666666666,86.03333333333335,0.20000000000000018,0.973333333333332,1
195,3.5,3.9,3.3,0.1,0.9,0.3,0.8,0.8,0.5,99.8,63.6,78.7,12,6,4.7,80.7,-0.3000000000000007,0.6299999999999998,1
196,7.6,3.1,3.8,0.7,0.1,0.7,0.3,0.1,0.2,91.3,55.9,96.3,12,6,5.533333333333334,81.16666666666667,-3.8999999999999995,7.543333333333332,1
197,3.7,4.4,7.5,0.1,0.3,0.3,0.5,1.0,1.0,92.2,62.6,82.3,14,9,6.266666666666667,79.03333333333335,4.5,5.303333333333334,1
198,7.8,5.2,6.4,0.1,0.8,0.6,0.3,1.0,0.1,62.5,96.0,70.7,11,9,7.433333333333333,76.39999999999999,-1.0999999999999996,0.4433333333333329,0
199,5.2,6.1,4.2,0.0,0.6,0.1,0.1,0.2,0.9,78.8,79.1,96.5,13,8,5.8,84.8,-0.09999999999999964,0.9100000000000004,1
200,3.9,7.2,3.3,1.0,0.4,0.2,0.6,0.3,0.9,53.4,76.7,89.2,13,7,5.933333333333334,73.10000000000001,-1.0999999999999996,3.2033333333333336,1
201,5.7,4.0,6.5,0.7,0.5,0.4,0.1,0.1,0.5,54.7,79.8,60.0,14,8,6.166666666666667,64.83333333333333,0.9000000000000004,2.0433333333333343,0
202,7.4,3.6,5.9,0.4,0.9,0.9,0.7,0.3,0.7,99.9,68.3,56.5,13,6,6.933333333333334,74.89999999999999,-0.9999999999999991,3.663333333333334,2
203,6.7,7.8,5.0,0.3,0.3,0.4,0.3,0.8,0.4,66.3,90.4,83.8,11,6,7.333333333333333,80.16666666666667,-1.4999999999999991,2.403333333333333,2
204,7.0,3.5,4.8,0.3,0.9,0.7,0.0,0.4,0.6,87.4,76.2,78.0,14,6,6.066666666666667,80.53333333333335,-1.2000000000000002,1.5633333333333321,0
205,6.3,5.4,4.1,0.8,0.1,0.3,0.5,0.1,0.3,90.3,55.8,89.5,11,6,5.966666666666666,78.53333333333333,-2.9000000000000004,2.203333333333334,1
206,6.5,5.9,6.3,0.7,0.8,0.1,0.0,0.3,0.3,92.9,56.5,86.9,14,9,6.966666666666666,78.76666666666667,-0.5000000000000009,0.06333333333333356,2
207,7.2,5.7,7.9,0.2,0.8,0.1,0.3,1.0,0.6,99.9,76.8,81.3,14,6,7.933333333333333,86.0,0.8999999999999995,0.34333333333333305,2
208,4.2,3.4,3.9,0.2,0.2,0.3,0.7,0.6,0.5,62.1,96.8,99.3,12,9,4.666666666666667,86.06666666666666,-0.40000000000000036,0.2033333333333335,1
209,5.4,3.3,6.0,0.1,0.4,0.2,0.1,0.4,0.6,52.0,65.4,76.7,11,9,5.5,64.7,1.2000000000000002,1.8300000000000003,0
210,4.1,3.5,5.1,0.7,0.2,0.2,0.8,0.2,0.3,70.6,93.5,55.7,13,6,5.033333333333333,73.26666666666667,0.0,0.963333333333333,0
211,7.9,5.9,5.2,0.8,0.7,0.8,0.0,1.0,0.4,56.5,88.2,91.4,13,6,7.566666666666667,78.7,-2.3000000000000007,1.3233333333333341,2
212,7.7,5.7,4.3,0.3,0.5,0.0,0.2,0.8,0.1,51.1,62.4,62.6,11,7,6.533333333333334,58.699999999999996,-3.799999999999999,3.7733333333333317,0
213,3.2,4.2,7.1,0.0,0.6,0.6,0.7,0.3,0.1,68.0,51.8,88.9,13,8,5.599999999999999,69.56666666666666,3.899999999999999,3.989999999999998,0
214,6.5,6.2,5.4,0.1,0.2,0.4,0.3,0.1,0.3,89.2,55.1,97.9,13,6,6.5,80.73333333333333,-0.7999999999999998,0.15999999999999992,1
215,7.6,7.1,5.7,1.0,0.2,0.5,0.1,0.1,0.1,78.3,86.4,84.8,11,7,7.466666666666666,83.16666666666667,-2.3999999999999995,1.443333333333333,2
216,3.9,3.2,4.5,0.3,0.0,0.6,0.4,0.1,0.1,65.6,60.0,79.8,14,7,4.366666666666666,68.46666666666665,0.5999999999999988,0.9433333333333326,0
217,5.8,5.5,3.9,0.8,0.3,0.3,0.3,0.6,0.8,82.7,68.6,73.0,11,8,6.1000000000000005,74.76666666666667,-1.9000000000000004,0.9700000000000003,1
218,7.6,6.4,3.4,0.6,0.6,0.3,0.8,0.9,0.0,61.6,75.1,68.2,14,9,6.866666666666666,68.3,-5.3,7.823333333333332,0
219,3.2,4.3,6.6,0.4,0.9,0.7,0.3,0.5,0.7,50.7,86.3,67.7,13,6,5.866666666666667,68.23333333333333,4.1,4.223333333333334,1
220,6.5,4.5,4.0,0.2,0.7,0.9,0.8,0.8,0.3,88.2,55.7,81.8,13,8,6.233333333333333,75.23333333333333,-2.3,1.3633333333333333,1
221,4.5,6.1,6.5,0.1,0.4,0.2,0.9,0.4,0.9,81.2,70.3,87.6,13,6,6.666666666666667,79.7,2.0999999999999996,1.143333333333333,1
222,7.6,7.5,5.0,0.6,1.0,0.1,0.4,0.7,0.5,88.1,74.3,83.9,12,7,7.8,82.1,-3.0,3.7199999999999993,2
223,7.9,7.0,5.1,0.8,0.7,0.9,0.9,0.7,0.3,51.9,77.0,59.9,14,7,8.1,62.93333333333334,-3.3,2.79,0
224,7.7,5.9,5.3,0.6,0.9,0.3,0.4,0.2,0.5,91.9,90.9,74.7,12,9,7.266666666666668,85.83333333333333,-2.6000000000000014,1.7433333333333352,2
225,5.4,6.7,4.8,0.5,0.5,0.6,1.0,0.4,0.4,81.0,58.6,89.6,12,7,6.766666666666667,76.39999999999999,-1.1000000000000005,0.8233333333333333,0
226,7.3,4.8,3.5,0.0,0.3,0.4,0.1,0.6,0.6,78.2,90.4,73.8,11,7,5.866666666666666,80.80000000000001,-2.8999999999999986,2.1233333333333313,0
227,7.2,6.2,4.5,1.0,0.1,0.1,0.7,0.1,0.1,81.2,84.6,76.8,12,8,6.666666666666667,80.86666666666667,-4.199999999999999,4.463333333333331,1
228,4.6,5.3,6.3,0.8,0.7,0.6,0.5,0.4,1.0,93.2,77.8,88.6,11,6,6.733333333333333,86.53333333333335,1.9999999999999982,1.0833333333333313,1
229,7.1,3.9,6.3,0.3,0.1,0.5,0.4,0.5,0.4,79.3,85.0,83.1,11,6,6.5,82.46666666666667,-0.5999999999999996,3.09,1
230,3.2,6.5,4.4,1.0,0.3,0.2,0.6,1.0,0.3,79.0,70.6,70.5,12,8,5.833333333333333,73.36666666666666,0.10000000000000053,2.903333333333333,0
231,6.0,5.8,5.3,0.6,0.5,0.5,0.7,0.5,0.7,99.5,56.9,94.8,14,9,6.866666666666667,83.73333333333333,-0.7999999999999998,0.16333333333333327,2
232,4.2,4.8,4.0,0.6,0.6,0.8,0.0,0.8,0.4,87.8,83.3,58.1,14,6,5.3999999999999995,76.39999999999999,0.40000000000000036,0.5199999999999996,1
233,3.6,7.6,4.1,0.7,0.6,0.6,0.2,0.4,0.8,72.1,76.2,99.8,14,7,6.199999999999999,82.7,0.9999999999999991,4.569999999999999,1
234,3.4,3.1,3.1,0.8,0.2,0.1,0.7,0.8,0.5,85.4,82.0,55.9,14,6,4.233333333333333,74.43333333333334,-1.2000000000000002,0.3733333333333334,0
235,6.5,4.6,7.5,0.7,0.4,0.5,0.7,0.6,0.7,69.5,66.9,50.7,14,7,7.3999999999999995,62.366666666666674,0.7999999999999989,2.59,0
236,4.7,3.3,4.1,0.1,0.6,0.7,1.0,0.9,0.1,61.4,95.3,94.5,12,9,5.166666666666667,83.73333333333333,-0.8999999999999995,0.30333333333333323,1
237,6.6,6.8,4.1,0.3,1.0,0.8,0.8,0.4,0.8,79.8,79.4,62.2,12,8,7.199999999999999,73.8,-2.0,1.75,0
238,3.3,6.5,4.4,0.9,0.7,0.6,1.0,0.6,0.7,96.4,54.3,86.5,13,6,6.233333333333333,79.06666666666666,0.5,1.9033333333333329,1
239,4.6,4.7,3.6,0.2,0.9,0.2,0.7,0.6,0.2,96.5,72.5,90.6,14,8,5.233333333333333,86.53333333333335,-1.5,1.2633333333333336,1
240,5.7,6.4,6.2,0.4,0.8,0.7,0.3,0.4,0.1,67.1,87.8,92.9,12,6,7.0,82.6,0.5999999999999996,0.3599999999999996,1
241,7.0,5.0,3.4,0.4,0.6,0.7,0.1,0.1,0.3,76.4,89.7,99.6,13,7,5.866666666666667,88.56666666666668,-3.0999999999999996,2.423333333333333,1
242,4.6,6.8,3.7,0.4,0.2,0.0,0.8,0.1,1.0,60.6,74.7,64.7,14,8,5.866666666666666,66.66666666666667,-1.0999999999999996,1.443333333333333,0
243,6.1,5.3,6.2,0.6,0.7,0.4,0.6,0.0,0.3,99.8,94.7,85.5,11,6,6.733333333333333,93.33333333333333,-0.3999999999999986,0.4433333333333328,2
244,7.4,5.1,4.7,0.9,0.6,0.3,0.0,0.9,0.5,99.1,63.4,55.8,13,7,6.8,72.76666666666667,-2.8000000000000007,1.990000000000001,0
245,6.1,7.7,6.5,0.2,0.6,0.7,0.4,0.2,0.0,82.5,70.5,70.3,12,8,7.466666666666666,74.43333333333334,0.5,0.8633333333333331,1
246,4.2,4.3,5.8,0.1,0.5,0.2,1.0,0.2,0.4,90.2,94.9,92.4,11,8,5.566666666666667,92.5,1.1000000000000005,0.5433333333333337,1
247,3.1,3.6,4.3,0.2,0.5,0.6,0.5,0.7,0.6,85.8,94.8,68.4,11,6,4.699999999999999,83.0,1.6999999999999993,0.7299999999999994,1
248,7.4,5.9,6.3,0.9,0.3,0.9,0.4,0.3,1.0,79.7,84.3,79.6,11,6,7.8,81.2,-0.5000000000000018,1.3300000000000007,2
249,3.1,7.8,3.6,0.6,0.5,0.8,0.5,0.5,0.5,52.7,92.9,75.2,13,6,5.966666666666666,73.60000000000001,0.7000000000000002,6.143333333333334,0
250,7.4,4.9,5.7,0.3,0.2,0.9,0.2,0.2,0.8,72.7,54.4,82.3,12,7,6.866666666666667,69.8,-0.5,1.9033333333333329,2
251,5.6,3.3,5.2,0.8,0.8,1.0,0.4,1.0,0.5,83.7,93.2,98.6,11,6,6.199999999999999,91.83333333333333,-0.09999999999999964,0.9100000000000004,1
252,7.7,4.7,4.3,0.9,0.2,0.0,0.4,0.9,0.0,83.9,66.0,52.8,14,8,6.366666666666667,67.56666666666666,-4.7,5.763333333333334,1
253,7.0,5.5,6.0,0.8,0.1,0.6,0.1,0.9,0.3,68.7,58.9,78.7,11,8,7.099999999999999,68.76666666666667,-0.9999999999999982,0.5199999999999988,0
254,8.0,3.8,7.4,0.9,0.4,0.4,0.8,0.4,0.6,97.1,62.0,93.2,11,6,7.566666666666667,84.10000000000001,-1.299999999999999,7.023333333333331,2
255,4.8,6.3,8.0,0.3,0.7,0.9,0.4,0.8,1.0,58.4,70.9,74.1,13,6,7.733333333333334,67.8,4.4,4.843333333333334,0
256,6.8,8.0,6.0,0.8,0.4,0.3,0.8,0.1,0.9,75.0,62.6,53.9,13,9,8.033333333333333,63.833333333333336,-1.2000000000000002,0.5233333333333333,0
257,5.0,5.3,5.0,0.5,0.3,1.0,0.9,0.0,0.2,84.5,66.0,78.0,12,8,6.066666666666666,76.16666666666667,-0.20000000000000018,0.17333333333333364,0
258,5.4,4.8,4.1,0.8,0.6,0.6,0.2,0.0,0.2,84.9,56.7,66.6,14,7,5.566666666666667,69.4,-1.5,0.5833333333333334,0
259,6.1,5.0,4.3,0.7,0.3,0.8,0.7,0.6,0.2,82.4,64.8,57.7,13,9,6.233333333333333,68.3,-2.2,1.2933333333333334,0
260,7.4,3.6,5.4,0.8,0.9,0.1,0.5,0.5,0.9,63.8,78.6,92.5,11,6,6.7,78.3,-2.3000000000000007,3.490000000000002,1
261,7.9,7.4,4.8,0.7,0.9,0.2,0.9,0.5,0.9,57.8,72.1,76.1,12,6,8.066666666666668,68.66666666666666,-3.5999999999999996,3.6433333333333335,0
262,6.8,5.1,7.6,0.2,0.5,0.8,0.2,0.0,0.8,81.8,67.3,96.7,11,8,7.333333333333333,81.93333333333334,1.9999999999999991,3.2533333333333325,2
263,5.1,4.9,4.8,0.5,0.3,0.0,0.7,0.4,0.4,80.0,87.3,90.3,11,6,5.7,85.86666666666667,-1.0999999999999996,0.3099999999999998,1
264,5.1,6.3,4.9,1.0,0.7,0.8,0.6,0.7,0.5,59.0,94.7,84.6,13,7,6.866666666666666,79.43333333333332,-0.4999999999999991,0.5833333333333335,2
265,6.7,5.2,4.9,0.9,0.0,0.0,0.3,0.4,0.5,85.3,87.8,50.3,12,8,6.3,74.46666666666665,-2.5,1.93,1
266,4.2,6.2,7.2,0.0,0.5,0.7,0.1,0.7,0.3,72.8,66.6,71.4,14,6,6.633333333333333,70.26666666666667,3.9000000000000012,4.243333333333336,0
267,3.6,3.3,6.3,0.2,0.3,0.4,0.7,0.2,0.5,83.4,87.2,59.9,14,8,5.166666666666667,76.83333333333334,2.7,3.223333333333334,1
268,4.8,7.1,6.1,0.1,0.9,0.6,0.7,0.8,0.0,91.9,57.6,95.5,13,6,7.033333333333334,81.66666666666667,1.0999999999999996,2.6433333333333353,2
269,4.4,7.7,4.7,0.7,0.0,0.7,0.3,0.6,0.1,58.5,56.5,58.7,13,6,6.400000000000001,57.9,0.09999999999999964,2.710000000000001,0
270,4.5,6.2,7.1,0.8,0.6,0.3,0.6,0.2,0.9,51.0,67.3,64.3,12,6,7.066666666666666,60.86666666666667,2.3999999999999986,1.4433333333333316,0
271,4.2,7.8,3.2,0.2,0.7,0.1,0.4,0.2,0.8,89.0,90.4,75.8,14,7,5.866666666666667,85.06666666666666,-0.7000000000000002,6.14333333333333,1
272,3.2,3.8,7.4,0.5,0.5,0.1,0.7,0.6,0.4,80.5,62.3,63.2,14,7,5.733333333333334,68.66666666666667,3.5,3.5833333333333335,0
273,3.1,5.4,5.6,0.8,0.1,0.6,0.2,0.8,0.5,85.0,53.2,60.5,14,8,5.7,66.23333333333333,2.5999999999999988,1.9599999999999982,0
274,7.9,6.0,5.0,0.7,1.0,0.5,0.9,0.4,0.4,91.9,56.6,80.0,11,6,7.599999999999999,76.16666666666667,-3.5999999999999996,3.269999999999999,1
275,5.1,5.9,5.5,0.5,0.5,0.7,0.3,0.3,0.7,90.1,92.9,54.4,14,6,6.5,79.13333333333334,1.0,0.27999999999999997,1
276,4.9,5.0,6.3,0.6,0.6,0.5,0.4,0.9,0.8,98.0,81.7,52.9,11,7,6.666666666666667,77.53333333333333,1.6999999999999993,0.7433333333333327,2
277,6.4,4.7,3.1,0.5,0.2,0.4,0.1,0.7,0.8,76.8,62.7,68.6,12,6,5.633333333333334,69.36666666666666,-2.7,1.8233333333333337,0
278,4.1,3.6,7.4,0.3,0.5,0.4,0.1,0.4,0.7,74.4,77.8,86.0,11,7,5.833333333333333,79.39999999999999,4.000000000000001,5.333333333333334,1
279,7.7,5.0,5.2,0.6,0.4,0.0,0.5,0.5,0.2,70.1,76.4,77.7,12,6,6.7,74.73333333333333,-3.4000000000000004,3.3700000000000006,1
280,6.9,3.8,4.7,0.7,0.1,0.3,0.3,0.2,0.3,57.7,82.8,71.1,14,8,5.766666666666667,70.53333333333333,-2.6000000000000005,3.7733333333333348,0
281,3.4,6.7,3.7,0.9,0.1,1.0,0.8,0.6,0.5,78.6,61.7,78.3,14,6,5.8999999999999995,72.86666666666667,0.10000000000000053,1.689999999999998,0
282,5.1,4.0,5.2,0.6,0.8,0.9,0.0,0.4,0.3,63.9,93.2,68.3,12,6,5.766666666666666,75.13333333333333,0.7000000000000011,0.3633333333333335,0
283,7.4,3.3,5.5,0.8,0.2,0.3,0.4,1.0,0.8,96.1,65.5,96.8,13,9,6.566666666666667,86.13333333333333,-2.0000000000000018,4.203333333333337,1
284,7.7,5.8,5.0,0.2,0.2,0.6,0.3,0.5,0.3,79.2,84.7,52.7,12,7,6.866666666666667,72.2,-2.3000000000000007,1.4233333333333344,0
285,5.3,6.0,6.4,0.5,0.5,0.8,0.0,0.5,0.1,79.6,50.8,83.7,13,6,6.7,71.36666666666666,1.5,0.63,0
286,6.1,7.4,5.1,0.0,0.8,0.4,0.1,0.6,0.4,67.7,68.6,94.6,11,6,6.966666666666666,76.96666666666667,-0.29999999999999893,2.543333333333335,0
287,3.8,5.9,7.8,0.2,0.1,0.0,0.4,0.9,1.0,52.6,67.6,90.2,11,9,6.7,70.13333333333333,4.4,4.870000000000001,1
288,8.0,4.7,6.0,0.7,0.6,0.1,0.5,0.8,0.2,51.6,77.2,59.2,11,9,7.199999999999999,62.666666666666664,-2.8999999999999995,3.009999999999999,0
289,4.2,7.0,7.0,1.0,0.1,0.5,0.4,0.5,0.6,71.2,53.6,64.8,14,7,7.099999999999999,63.20000000000001,2.499999999999999,1.7499999999999987,0
290,7.7,5.7,3.5,0.1,0.0,1.0,0.5,0.7,0.4,54.2,89.5,85.9,11,9,6.533333333333334,76.53333333333333,-3.4000000000000004,2.903333333333334,0
291,6.2,3.4,5.0,0.4,0.1,0.7,0.6,0.6,0.1,80.3,60.9,54.2,13,8,5.7,65.13333333333333,-1.4000000000000004,2.410000000000001,0
292,6.0,5.8,4.7,0.8,0.8,0.1,0.0,0.5,0.5,94.0,83.9,90.6,11,9,6.3999999999999995,89.5,-1.5,0.9299999999999999,2
293,5.6,7.5,5.8,0.2,0.1,0.2,0.5,0.2,0.7,94.1,90.2,85.9,12,8,6.933333333333334,90.06666666666668,0.40000000000000036,0.6033333333333333,1
294,4.2,5.0,7.3,0.6,0.0,0.8,1.0,0.5,0.5,83.0,78.1,86.5,12,7,6.633333333333333,82.53333333333333,2.8,2.923333333333333,2
295,3.9,4.5,3.4,0.7,0.4,0.8,0.5,0.2,0.9,60.6,87.0,55.0,14,7,5.1000000000000005,67.53333333333333,8.881784197001252e-16,3.944304526105059e-31,1
296,4.1,3.7,3.4,0.6,0.8,0.6,0.7,0.9,0.3,93.1,83.1,85.9,12,7,5.033333333333334,87.36666666666667,-1.1000000000000005,0.4033333333333337,1
297,3.9,3.8,7.3,0.2,0.3,0.6,0.3,0.3,0.1,94.3,67.8,84.0,13,7,5.6000000000000005,82.03333333333333,3.5999999999999988,4.319999999999997,0
298,6.9,5.2,4.1,0.4,0.4,0.0,0.8,1.0,0.9,59.8,90.4,91.5,11,7,6.566666666666667,80.56666666666666,-3.1000000000000014,2.403333333333336,1
299,4.8,6.0,6.3,0.8,0.0,0.8,0.8,0.5,0.4,86.9,64.7,52.1,14,8,6.8,67.9,1.0999999999999996,0.3699999999999999,0
300,3.3,3.4,5.7,0.6,0.4,0.8,0.5,0.6,0.6,64.3,78.6,51.2,11,8,5.3,64.69999999999999,2.6999999999999993,2.429999999999999,0
301,7.8,7.7,7.2,0.0,0.6,0.3,1.0,0.5,0.8,90.1,87.3,68.7,11,7,8.633333333333335,82.03333333333332,-0.5,0.08333333333333334,2
302,7.4,6.8,3.6,0.8,0.6,0.7,0.1,0.1,0.3,99.9,68.9,57.4,13,9,6.8,75.4,-3.700000000000001,3.790000000000001,0
303,7.6,5.9,3.6,0.0,0.3,0.2,0.0,0.4,0.7,51.5,65.1,77.9,12,6,6.233333333333333,64.83333333333333,-3.0999999999999996,2.503333333333333,0
304,8.0,7.1,5.8,0.7,0.3,0.0,0.8,0.1,0.1,94.9,73.0,95.9,12,7,7.633333333333333,87.93333333333334,-3.5999999999999996,3.253333333333333,1
305,3.9,3.4,7.7,0.2,0.1,0.2,0.8,0.6,0.3,81.1,90.9,69.6,11,9,5.733333333333334,80.53333333333333,3.3000000000000007,4.723333333333336,1
306,5.0,5.4,5.1,1.0,0.4,0.2,0.1,0.4,0.1,98.7,96.5,92.2,14,6,5.900000000000001,95.8,-0.6999999999999993,0.19000000000000006,1
307,6.8,6.2,4.6,0.4,0.1,0.3,0.3,0.8,0.8,73.3,77.3,50.0,12,7,6.766666666666666,66.86666666666666,-1.8000000000000007,0.893333333333334,0
308,6.5,7.1,6.0,0.3,0.8,0.4,0.0,0.2,0.2,92.4,83.1,58.4,14,7,7.166666666666667,77.96666666666667,-0.1999999999999993,0.6633333333333328,2
309,3.8,6.9,7.7,0.1,1.0,0.5,0.3,0.2,0.7,53.1,95.2,51.5,12,8,7.066666666666666,66.60000000000001,4.699999999999998,6.32333333333333,0
310,7.1,4.4,7.2,0.3,1.0,0.5,0.8,0.4,0.9,66.8,54.9,66.4,14,6,7.533333333333334,62.699999999999996,0.40000000000000036,2.2933333333333312,0
311,4.1,7.7,8.0,0.9,0.9,0.3,0.5,0.9,0.5,53.4,61.6,95.4,13,6,7.933333333333334,70.13333333333334,3.3000000000000007,4.5633333333333335,0
312,4.1,3.6,3.1,1.0,0.6,0.0,0.3,0.7,0.5,98.8,85.4,54.8,14,9,4.633333333333334,79.66666666666667,-1.8000000000000003,0.8633333333333336,0
313,5.7,7.4,3.6,0.4,0.7,0.6,0.4,0.4,0.5,90.8,91.2,80.3,13,8,6.566666666666666,87.43333333333334,-1.8000000000000007,3.613333333333333,1
314,6.0,7.9,6.0,0.4,0.3,0.4,0.0,0.5,0.3,92.6,92.9,72.6,13,8,7.266666666666667,86.03333333333335,0.2999999999999998,1.5633333333333344,2
