id_aluno,idade,serie,prova_b1,trab1_b1,trab2_b1,freq_b1,prova_b2,trab1_b2,trab2_b2,freq_b2,prova_b3,trab1_b3,trab2_b3,freq_b3,prova_b4,trab1_b4,trab2_b4,freq_b4,nota_b1,nota_b2,nota_b3,nota_b4,nota_final,frequencia_final,resultado_final
128,11,9,5.7,1.0,1.0,75.9,7.7,0.2,0.1,91.8,6.7,0.9,0.2,60.2,3.4,0.1,1.0,76.0,7.7,8.0,7.800000000000001,4.5,7.0,75.975,Aprovado
129,14,7,6.2,0.8,0.0,57.0,4.5,0.7,0.2,68.3,3.9,0.9,0.1,59.3,7.5,0.8,0.7,81.6,7.0,5.4,4.8999999999999995,9.0,6.575,66.55,Reprovado
130,14,6,4.3,0.6,1.0,83.6,3.0,0.9,0.9,92.1,5.9,0.2,1.0,56.3,3.2,0.0,0.5,90.0,5.8999999999999995,4.8,7.1000000000000005,3.7,5.375,80.5,Recuperação
131,14,8,3.7,0.3,0.7,81.0,4.4,0.4,0.8,77.7,4.1,0.8,0.4,56.9,6.7,0.8,0.6,72.6,4.7,5.6000000000000005,5.3,8.1,5.925000000000001,72.05,Reprovado
132,11,9,7.2,0.6,0.8,87.1,4.1,0.3,0.4,95.1,7.3,0.6,0.2,87.4,6.8,0.1,0.3,90.9,8.6,4.8,8.1,7.199999999999999,7.175,90.125,Aprovado
133,11,6,7.9,0.5,0.3,58.5,6.3,1.0,0.7,96.3,7.7,1.0,0.2,73.5,7.8,0.9,0.3,76.7,8.700000000000001,8.0,8.899999999999999,9.0,8.65,76.25,Aprovado
134,11,6,5.6,0.4,0.0,59.7,6.2,0.4,0.5,50.5,5.6,0.4,0.7,89.1,3.3,0.7,0.1,66.9,6.0,7.1000000000000005,6.7,4.1,5.975,66.55000000000001,Reprovado
135,13,9,3.9,0.1,0.7,94.5,6.0,0.5,0.7,53.8,4.8,0.7,0.6,87.3,6.0,0.2,0.1,82.9,4.7,7.2,6.1,6.3,6.075,79.625,Recuperação
136,11,6,4.4,0.9,0.8,87.5,3.1,0.4,0.7,62.5,4.2,0.1,0.6,80.2,5.1,0.6,0.3,85.9,6.1000000000000005,4.2,4.8999999999999995,5.999999999999999,5.3,79.025,Recuperação
137,11,7,3.1,0.4,0.7,95.4,6.6,0.9,0.6,83.5,3.2,0.4,0.1,84.3,4.7,0.3,0.8,77.9,4.2,8.1,3.7,5.8,5.45,85.275,Recuperação
138,11,6,7.6,0.2,0.1,87.9,4.6,0.6,0.3,94.4,4.3,1.0,0.9,50.9,3.5,0.2,0.6,52.8,7.8999999999999995,5.499999999999999,6.2,4.3,5.975,71.5,Reprovado
139,13,7,3.6,0.4,0.8,79.9,6.3,0.8,0.0,73.0,6.3,0.5,0.4,65.6,5.8,0.9,0.1,58.5,4.8,7.1,7.2,6.8,6.475,69.25,Reprovado
140,11,7,5.9,0.4,0.8,82.7,5.8,0.8,0.5,80.3,5.7,0.3,0.3,81.9,5.4,0.4,0.9,64.3,7.1000000000000005,7.1,6.3,6.700000000000001,6.800000000000001,77.3,Recuperação
141,14,9,4.4,0.8,0.7,94.5,4.7,0.3,0.9,59.4,7.7,0.1,0.5,50.5,3.5,0.4,0.6,64.1,5.9,5.9,8.3,4.5,6.15,67.125,Reprovado
142,11,6,5.8,0.7,0.8,78.9,3.7,0.4,0.6,90.2,5.0,0.7,0.4,51.6,6.1,0.2,1.0,83.7,7.3,4.7,6.1000000000000005,7.3,6.3500000000000005,76.10000000000001,Recuperação
143,14,9,6.3,0.8,0.8,81.6,3.5,0.8,0.8,98.4,6.5,0.6,0.9,92.6,6.7,0.4,0.7,50.9,7.8999999999999995,5.1,8.0,7.800000000000001,7.2,80.875,Aprovado
144,14,6,7.1,0.0,0.6,57.8,7.2,0.4,1.0,63.4,5.4,0.4,0.9,84.2,6.8,0.9,0.2,87.8,7.699999999999999,8.600000000000001,6.700000000000001,7.9,7.725,73.3,Reprovado
145,14,6,4.0,0.4,0.1,73.7,7.6,0.8,0.2,74.7,5.6,1.0,0.3,63.3,7.5,0.4,0.5,63.3,4.5,8.6,6.8999999999999995,8.4,7.1,68.75,Reprovado
146,13,8,3.1,0.5,0.5,85.8,6.2,0.9,0.7,54.3,4.3,0.0,0.9,84.4,5.0,1.0,0.6,65.5,4.1,7.800000000000001,5.2,6.6,5.925000000000001,72.5,Reprovado
147,13,6,3.7,0.0,0.1,63.5,3.5,0.6,0.7,78.0,5.3,0.3,0.8,89.6,7.8,0.9,0.0,76.4,3.8000000000000003,4.8,6.3999999999999995,8.7,5.925,76.875,Recuperação
148,13,9,7.5,0.3,0.4,60.1,5.0,0.7,1.0,75.1,5.4,0.9,0.9,65.3,7.3,0.1,0.0,60.8,8.2,6.7,7.200000000000001,7.3999999999999995,7.375,65.325,Reprovado
149,11,7,7.4,0.8,0.4,65.7,6.6,0.8,1.0,57.2,6.5,0.3,0.2,51.8,4.5,0.2,0.1,94.2,8.600000000000001,8.399999999999999,7.0,4.8,7.2,67.225,Reprovado
150,14,6,6.0,0.1,0.1,62.1,6.9,0.8,0.7,72.1,7.7,0.3,0.6,96.6,3.8,0.9,0.3,54.3,6.199999999999999,8.4,8.6,5.0,7.05,71.27499999999999,Reprovado
151,13,8,6.0,0.5,0.3,60.7,3.6,0.4,0.2,66.7,4.6,0.5,0.3,67.3,5.2,0.4,0.4,72.2,6.8,4.2,5.3999999999999995,6.000000000000001,5.6,66.725,Reprovado
152,13,9,6.3,0.2,0.1,71.2,3.0,0.1,0.8,76.1,3.2,0.8,0.8,55.3,5.0,0.0,0.5,92.5,6.6,3.9000000000000004,4.8,5.5,5.2,73.775,Reprovado
153,11,6,3.9,0.0,0.8,95.4,6.6,0.4,0.1,79.3,5.5,0.1,0.0,74.6,5.9,0.3,0.1,80.8,4.7,7.1,5.6,6.3,5.925,82.52499999999999,Recuperação
154,13,9,7.6,0.2,0.9,75.4,4.8,0.7,0.8,50.4,5.7,0.9,0.6,88.4,5.9,0.6,0.7,64.6,8.7,6.3,7.2,7.2,7.35,69.7,Reprovado
155,11,8,5.1,1.0,0.1,59.4,4.3,0.5,0.9,88.1,3.8,0.8,0.3,61.1,6.7,0.8,0.6,71.0,6.199999999999999,5.7,4.8999999999999995,8.1,6.225,69.9,Reprovado
156,12,8,4.9,0.8,1.0,53.8,3.1,0.7,0.4,85.7,6.8,0.2,0.3,63.5,5.5,0.1,0.3,85.3,6.7,4.2,7.3,5.8999999999999995,6.0249999999999995,72.075,Reprovado
157,13,9,5.6,1.0,0.5,84.8,5.7,0.4,0.6,68.3,7.9,0.7,0.6,62.1,3.5,0.1,0.0,98.7,7.1,6.7,9.2,3.6,6.65,78.475,Recuperação
158,12,6,3.2,0.5,0.3,69.1,7.3,0.6,0.4,52.6,7.7,0.4,0.9,99.6,7.3,0.9,0.1,94.7,4.0,8.299999999999999,9.0,8.299999999999999,7.399999999999999,79.0,Aprovado
159,11,7,3.8,0.1,0.1,91.1,7.8,0.2,0.4,87.7,4.0,0.4,0.6,59.9,4.5,0.8,0.4,67.1,4.0,8.4,5.0,5.7,5.7749999999999995,76.45,Recuperação
160,14,8,6.7,0.5,0.5,83.0,5.8,0.7,0.3,97.8,7.4,0.8,0.9,78.8,7.9,0.6,0.2,99.9,7.7,6.8,9.100000000000001,8.7,8.075,89.875,Aprovado
161,13,6,3.4,0.5,0.8,89.8,5.6,0.5,0.8,62.0,6.5,1.0,0.3,96.3,3.6,0.8,0.4,50.2,4.7,6.8999999999999995,7.8,4.800000000000001,6.05,74.575,Reprovado
162,11,6,6.0,0.8,0.7,63.6,3.4,0.2,0.9,66.2,5.3,0.1,0.5,57.3,7.8,0.4,0.6,51.4,7.5,4.5,5.8999999999999995,8.799999999999999,6.674999999999999,59.62500000000001,Reprovado
163,14,7,4.2,0.1,0.1,84.6,5.7,0.3,0.9,59.2,5.7,0.4,0.5,98.5,3.5,0.8,0.5,91.2,4.3999999999999995,6.9,6.6000000000000005,4.8,5.675000000000001,83.375,Recuperação
164,14,8,4.9,0.5,0.1,63.2,4.9,0.7,0.2,78.8,7.2,0.5,0.0,97.4,4.2,0.4,0.2,60.0,5.5,5.800000000000001,7.7,4.800000000000001,5.95,74.85,Reprovado
165,12,8,4.4,0.2,0.4,97.0,6.0,0.5,0.9,57.7,5.4,0.4,0.6,94.2,3.2,0.2,0.3,53.0,5.000000000000001,7.4,6.4,3.7,5.625000000000001,75.475,Recuperação
166,11,6,4.8,0.3,0.3,81.8,4.9,0.2,0.7,67.8,4.9,0.4,0.7,60.7,6.5,0.7,0.6,61.9,5.3999999999999995,5.800000000000001,6.000000000000001,7.8,6.25,68.05,Reprovado
167,14,6,6.6,0.7,0.2,66.2,4.2,1.0,0.3,84.9,5.5,0.1,0.6,81.7,7.3,0.4,0.9,71.3,7.5,5.5,6.199999999999999,8.6,6.949999999999999,76.025,Recuperação
168,13,7,4.5,0.5,0.3,63.5,3.5,0.7,0.1,78.0,5.9,0.7,0.7,88.0,5.2,1.0,0.8,86.5,5.3,4.3,7.300000000000001,7.0,5.975,79.0,Recuperação
169,13,7,5.8,0.4,0.8,59.5,4.6,1.0,0.3,69.3,3.9,0.4,0.6,99.3,7.6,0.3,0.6,81.2,7.0,5.8999999999999995,4.8999999999999995,8.5,6.574999999999999,77.325,Recuperação
170,12,8,5.4,0.4,0.9,84.7,3.5,0.4,0.9,71.0,7.5,0.2,0.1,59.0,6.0,0.9,0.4,61.9,6.700000000000001,4.8,7.8,7.300000000000001,6.65,69.14999999999999,Reprovado
171,14,9,6.3,0.5,0.4,60.9,3.9,0.5,0.6,78.1,6.4,0.8,0.1,88.3,6.2,0.9,0.4,75.2,7.2,5.0,7.3,7.500000000000001,6.75,75.625,Recuperação
172,11,8,7.7,0.8,0.9,79.8,7.9,0.9,0.7,50.3,6.2,0.8,0.6,66.9,7.2,0.2,0.9,96.3,9.4,9.5,7.6,8.3,8.7,73.325,Reprovado
173,13,6,6.7,0.9,0.3,63.2,5.2,0.5,0.3,53.9,3.5,0.5,0.3,58.8,4.5,0.8,0.0,90.8,7.9,6.0,4.3,5.3,5.875,66.675,Reprovado
174,14,8,4.1,1.0,0.5,83.1,5.7,0.7,0.7,94.1,6.0,0.3,0.1,71.1,4.8,0.4,1.0,66.2,5.6,7.1000000000000005,6.3999999999999995,6.2,6.324999999999999,78.625,Recuperação
175,14,9,3.2,0.8,0.2,90.7,7.4,0.3,0.0,53.9,3.6,0.6,0.4,89.7,7.5,0.9,0.7,99.1,4.2,7.7,4.6000000000000005,9.1,6.4,83.35,Recuperação
176,12,7,4.3,0.3,0.6,88.9,8.0,0.4,0.4,85.3,3.4,0.3,0.6,73.2,7.5,0.5,0.7,85.4,5.199999999999999,8.8,4.3,8.7,6.75,83.19999999999999,Recuperação
177,13,9,6.0,0.7,1.0,88.0,5.9,0.1,0.6,96.0,5.6,0.2,0.3,76.9,7.9,0.7,0.0,53.1,7.7,6.6,6.1,8.6,7.25,78.5,Aprovado
178,13,9,3.3,0.4,0.6,59.4,7.1,0.2,0.1,63.5,5.0,0.7,0.7,99.8,7.5,0.5,0.6,51.8,4.3,7.3999999999999995,6.4,8.6,6.675000000000001,68.625,Reprovado
179,11,9,5.5,0.3,0.4,54.4,4.6,0.0,0.8,68.5,5.9,0.0,0.6,70.0,3.6,0.2,0.5,58.4,6.2,5.3999999999999995,6.5,4.300000000000001,5.6000000000000005,62.825,Reprovado
180,13,7,6.0,0.8,0.6,84.9,4.5,0.0,0.2,78.4,3.4,0.1,0.3,80.8,7.1,0.2,0.1,86.4,7.3999999999999995,4.7,3.8,7.3999999999999995,5.824999999999999,82.625,Recuperação
181,11,9,4.7,0.0,0.1,68.4,5.0,1.0,0.7,94.1,5.2,0.0,0.8,68.3,5.0,0.4,0.3,59.2,4.8,6.7,6.0,5.7,5.8,72.5,Reprovado
182,13,9,6.9,0.9,0.9,71.6,6.4,0.2,0.4,97.1,3.9,0.2,0.6,69.6,8.0,0.8,0.9,75.6,8.700000000000001,7.000000000000001,4.699999999999999,9.700000000000001,7.525,78.475,Aprovado
183,12,9,3.5,0.5,0.5,51.6,6.4,0.7,0.6,87.0,7.9,0.1,0.6,84.8,5.4,0.6,0.5,54.7,4.5,7.7,8.6,6.5,6.824999999999999,69.52499999999999,Reprovado
184,13,6,3.4,0.6,0.4,63.0,4.6,0.8,0.1,54.3,5.8,1.0,0.6,96.9,5.8,0.7,0.4,96.0,4.4,5.499999999999999,7.3999999999999995,6.9,6.049999999999999,77.55,Recuperação
185,11,9,6.6,0.7,0.6,51.7,3.7,0.6,0.0,83.5,6.4,0.3,0.0,77.1,5.6,0.3,0.1,67.2,7.8999999999999995,4.3,6.7,5.999999999999999,6.225,69.875,Reprovado
186,11,7,5.5,0.9,0.6,94.0,6.2,0.2,0.9,70.5,4.6,0.1,0.7,88.4,4.6,0.5,0.7,95.4,7.0,7.300000000000001,5.3999999999999995,5.8,6.375,87.075,Recuperação
187,12,9,6.4,0.6,0.1,62.2,3.6,0.7,0.3,73.5,3.5,0.2,0.4,54.5,3.4,0.0,0.7,97.2,7.1,4.6,4.1000000000000005,4.1,4.975,71.85,Reprovado
188,13,9,5.2,0.6,0.7,77.9,5.9,0.6,0.8,52.5,7.9,0.9,0.9,60.6,7.5,0.8,0.6,50.3,6.5,7.3,9.700000000000001,8.9,8.1,60.325,Reprovado
189,13,7,4.2,0.1,0.2,51.9,6.5,0.7,1.0,59.6,4.4,0.5,0.8,75.1,7.0,1.0,0.5,73.2,4.5,8.2,5.7,8.5,6.725,64.95,Reprovado
190,12,9,7.1,0.5,0.7,83.3,6.5,0.8,0.2,89.5,5.1,0.4,0.6,51.0,3.7,0.4,0.4,51.2,8.299999999999999,7.5,6.1,4.500000000000001,6.6,68.75,Reprovado
191,13,7,7.0,0.2,0.8,66.2,6.8,1.0,0.3,72.7,6.2,0.9,0.3,62.6,6.9,0.0,0.6,95.4,8.0,8.1,7.4,7.5,7.75,74.225,Reprovado
192,13,9,6.5,0.7,0.8,94.9,7.4,0.6,0.7,65.1,3.1,0.4,0.2,75.9,6.1,0.2,0.2,75.9,8.0,8.7,3.7,6.5,6.725,77.95,Recuperação
193,11,7,4.4,0.5,0.6,94.4,5.5,0.3,1.0,69.2,7.1,0.3,0.3,50.7,5.0,0.7,0.9,53.7,5.5,6.8,7.699999999999999,6.6000000000000005,6.65,67.0,Reprovado
194,13,9,6.0,0.7,0.5,66.3,6.7,0.6,0.9,92.7,5.7,0.2,0.5,63.2,4.3,0.6,0.6,55.5,7.2,8.2,6.4,5.499999999999999,6.824999999999999,69.425,Reprovado
195,13,9,4.8,0.0,0.1,95.0,6.1,0.1,0.5,87.4,4.4,0.4,0.3,75.7,7.3,0.8,0.3,69.2,4.8999999999999995,6.699999999999999,5.1000000000000005,8.4,6.275,81.825,Recuperação
196,12,6,3.5,0.1,0.8,99.8,3.9,0.9,0.8,63.6,3.3,0.3,0.5,78.7,6.5,0.3,0.4,97.0,4.4,5.6,4.1,7.2,5.325,84.775,Recuperação
197,12,6,7.6,0.7,0.3,91.3,3.1,0.1,0.1,55.9,3.8,0.7,0.2,96.3,5.7,0.8,0.8,84.6,8.6,3.3000000000000003,4.7,7.3,5.9750000000000005,82.025,Recuperação
198,14,9,3.7,0.1,0.5,92.2,4.4,0.3,1.0,62.6,7.5,0.3,1.0,82.3,6.0,0.7,0.2,93.4,4.300000000000001,5.7,8.8,6.9,6.425000000000001,82.625,Recuperação
199,11,9,7.8,0.1,0.3,62.5,5.2,0.8,1.0,96.0,6.4,0.6,0.1,70.7,3.5,0.3,0.3,68.3,8.2,7.0,7.1,4.1,6.6,74.375,Reprovado
200,13,8,5.2,0.0,0.1,78.8,6.1,0.6,0.2,79.1,4.2,0.1,0.9,96.5,5.4,0.5,0.7,52.2,5.3,6.8999999999999995,5.2,6.6000000000000005,6.0,76.64999999999999,Recuperação
201,13,7,3.9,1.0,0.6,53.4,7.2,0.4,0.3,76.7,3.3,0.2,0.9,89.2,4.0,0.1,0.3,98.7,5.5,7.9,4.4,4.3999999999999995,5.55,79.5,Recuperação
202,14,8,5.7,0.7,0.1,54.7,4.0,0.5,0.1,79.8,6.5,0.4,0.5,60.0,4.0,0.5,0.8,50.9,6.5,4.6,7.4,5.3,5.95,61.35,Reprovado
203,13,6,7.4,0.4,0.7,99.9,3.6,0.9,0.3,68.3,5.9,0.9,0.7,56.5,6.3,0.9,0.1,97.4,8.5,4.8,7.500000000000001,7.3,7.025,80.525,Aprovado
204,11,6,6.7,0.3,0.3,66.3,7.8,0.3,0.8,90.4,5.0,0.4,0.4,83.8,7.6,0.4,0.8,68.4,7.3,8.9,5.800000000000001,8.8,7.7,77.225,Aprovado
205,14,6,7.0,0.3,0.0,87.4,3.5,0.9,0.4,76.2,4.8,0.7,0.6,78.0,5.0,0.8,0.1,50.5,7.3,4.800000000000001,6.1,5.8999999999999995,6.025,73.025,Reprovado
206,11,6,6.3,0.8,0.5,90.3,5.4,0.1,0.1,55.8,4.1,0.3,0.3,89.5,4.0,0.6,0.0,84.5,7.6,5.6,4.699999999999999,4.6,5.625,80.025,Recuperação
207,14,9,6.5,0.7,0.0,92.9,5.9,0.8,0.3,56.5,6.3,0.1,0.3,86.9,6.2,0.2,0.9,99.0,7.2,7.0,6.699999999999999,7.300000000000001,7.05,83.825,Aprovado
208,14,6,7.2,0.2,0.3,99.9,5.7,0.8,1.0,76.8,7.9,0.1,0.6,81.3,7.4,0.6,0.6,98.3,7.7,7.5,8.6,8.6,8.1,89.075,Aprovado
209,12,9,4.2,0.2,0.7,62.1,3.4,0.2,0.6,96.8,3.9,0.3,0.5,99.3,6.7,0.5,0.4,58.0,5.1000000000000005,4.2,4.7,7.6000000000000005,5.4,79.05,Recuperação
210,11,9,5.4,0.1,0.1,52.0,3.3,0.4,0.4,65.4,6.0,0.2,0.6,76.7,7.3,0.4,0.2,59.1,5.6,4.1,6.8,7.9,6.1,63.300000000000004,Reprovado
211,13,6,4.1,0.7,0.8,70.6,3.5,0.2,0.2,93.5,5.1,0.2,0.3,55.7,5.7,0.1,0.6,78.3,5.6,3.9000000000000004,5.6,6.3999999999999995,5.375,74.525,Reprovado
212,13,6,7.9,0.8,0.0,56.5,5.9,0.7,1.0,88.2,5.2,0.8,0.4,91.4,6.8,0.4,0.5,81.9,8.700000000000001,7.6000000000000005,6.4,7.7,7.6000000000000005,79.5,Aprovado
213,11,7,7.7,0.3,0.2,51.1,5.7,0.5,0.8,62.4,4.3,0.0,0.1,62.6,3.7,0.1,1.0,87.0,8.2,7.0,4.3999999999999995,4.800000000000001,6.1,65.775,Reprovado
214,13,8,3.2,0.0,0.7,68.0,4.2,0.6,0.3,51.8,7.1,0.6,0.1,88.9,4.7,0.1,1.0,59.1,3.9000000000000004,5.1,7.799999999999999,5.8,5.6499999999999995,66.95,Reprovado
215,13,6,6.5,0.1,0.3,89.2,6.2,0.2,0.1,55.1,5.4,0.4,0.3,97.9,4.9,0.4,0.6,98.0,6.8999999999999995,6.5,6.1000000000000005,5.9,6.35,85.05000000000001,Recuperação
216,11,7,7.6,1.0,0.1,78.3,7.1,0.2,0.1,86.4,5.7,0.5,0.1,84.8,5.6,0.3,0.4,81.9,8.7,7.3999999999999995,6.3,6.3,7.175,82.85,Aprovado
217,14,7,3.9,0.3,0.4,65.6,3.2,0.0,0.1,60.0,4.5,0.6,0.1,79.8,7.6,0.9,0.5,92.4,4.6000000000000005,3.3000000000000003,5.199999999999999,9.0,5.525,74.44999999999999,Reprovado
218,11,8,5.8,0.8,0.3,82.7,5.5,0.3,0.6,68.6,3.9,0.3,0.8,73.0,7.4,0.4,0.7,77.0,6.8999999999999995,6.3999999999999995,5.0,8.5,6.699999999999999,75.325,Recuperação
219,14,9,7.6,0.6,0.8,61.6,6.4,0.6,0.9,75.1,3.4,0.3,0.0,68.2,3.7,0.8,0.1,70.7,9.0,7.9,3.6999999999999997,4.6,6.299999999999999,68.89999999999999,Reprovado
220,13,6,3.2,0.4,0.3,50.7,4.3,0.9,0.5,86.3,6.6,0.7,0.7,67.7,3.9,0.5,0.3,98.9,3.9,5.7,8.0,4.7,5.575,75.9,Recuperação
221,13,8,6.5,0.2,0.8,88.2,4.5,0.7,0.8,55.7,4.0,0.9,0.3,81.8,4.8,0.7,0.1,79.1,7.5,6.0,5.2,5.6,6.074999999999999,76.19999999999999,Recuperação
222,13,6,4.5,0.1,0.9,81.2,6.1,0.4,0.4,70.3,6.5,0.2,0.9,87.6,4.5,0.3,0.1,93.3,5.5,6.9,7.6000000000000005,4.8999999999999995,6.225,83.1,Recuperação
223,12,7,7.6,0.6,0.4,88.1,7.5,1.0,0.7,74.3,5.0,0.1,0.5,83.9,6.1,0.9,0.2,97.7,8.6,9.2,5.6,7.2,7.6499999999999995,86.0,Aprovado
224,14,7,7.9,0.8,0.9,51.9,7.0,0.7,0.7,77.0,5.1,0.9,0.3,59.9,7.5,0.5,0.5,83.8,9.600000000000001,8.4,6.3,8.5,8.2,68.15,Reprovado
225,12,9,7.7,0.6,0.4,91.9,5.9,0.9,0.2,90.9,5.3,0.3,0.5,74.7,7.8,0.8,0.8,77.4,8.700000000000001,7.000000000000001,6.1,9.4,7.800000000000001,83.725,Aprovado
226,12,7,5.4,0.5,1.0,81.0,6.7,0.5,0.4,58.6,4.8,0.6,0.4,89.6,6.3,0.4,0.5,50.2,6.9,7.6000000000000005,5.8,7.2,6.875,69.85,Reprovado
227,11,7,7.3,0.0,0.1,78.2,4.8,0.3,0.6,90.4,3.5,0.4,0.6,73.8,7.2,0.1,0.3,52.0,7.3999999999999995,5.699999999999999,4.5,7.6,6.299999999999999,73.60000000000001,Reprovado
228,12,8,7.2,1.0,0.7,81.2,6.2,0.1,0.1,84.6,4.5,0.1,0.1,76.8,5.6,0.7,0.1,60.0,8.899999999999999,6.3999999999999995,4.699999999999999,6.3999999999999995,6.599999999999999,75.65,Recuperação
229,11,6,4.6,0.8,0.5,93.2,5.3,0.7,0.4,77.8,6.3,0.6,1.0,88.6,4.0,0.0,0.6,59.3,5.8999999999999995,6.4,7.8999999999999995,4.6,6.199999999999999,79.72500000000001,Recuperação
230,11,6,7.1,0.3,0.4,79.3,3.9,0.1,0.5,85.0,6.3,0.5,0.4,83.1,5.6,0.5,0.3,62.7,7.8,4.5,7.2,6.3999999999999995,6.475,77.525,Recuperação
231,12,8,3.2,1.0,0.6,79.0,6.5,0.3,1.0,70.6,4.4,0.2,0.3,70.5,5.8,0.2,0.6,65.2,4.8,7.8,4.9,6.6,6.025,71.325,Reprovado
232,14,9,6.0,0.6,0.7,99.5,5.8,0.5,0.5,56.9,5.3,0.5,0.7,94.8,6.7,0.6,1.0,68.0,7.3,6.8,6.5,8.3,7.2250000000000005,79.8,Aprovado
233,14,6,4.2,0.6,0.0,87.8,4.8,0.6,0.8,83.3,4.0,0.8,0.4,58.1,4.1,1.0,0.1,71.0,4.8,6.199999999999999,5.2,5.199999999999999,5.35,75.05,Recuperação
234,14,7,3.6,0.7,0.2,72.1,7.6,0.6,0.4,76.2,4.1,0.6,0.8,99.8,4.8,0.5,0.2,54.9,4.5,8.6,5.499999999999999,5.5,6.0249999999999995,75.75,Recuperação
235,14,6,3.4,0.8,0.7,85.4,3.1,0.2,0.8,82.0,3.1,0.1,0.5,55.9,4.8,0.8,0.5,52.1,4.9,4.1000000000000005,3.7,6.1,4.699999999999999,68.85000000000001,Reprovado
236,14,7,6.5,0.7,0.7,69.5,4.6,0.4,0.6,66.9,7.5,0.5,0.7,50.7,7.8,0.5,1.0,83.7,7.9,5.6,8.7,9.3,7.875,67.7,Reprovado
237,12,9,4.7,0.1,1.0,61.4,3.3,0.6,0.9,95.3,4.1,0.7,0.1,94.5,5.2,0.5,0.8,76.9,5.8,4.8,4.8999999999999995,6.5,5.5,82.025,Recuperação
238,12,8,6.6,0.3,0.8,79.8,6.8,1.0,0.4,79.4,4.1,0.8,0.8,62.2,6.8,0.9,0.9,72.2,7.699999999999999,8.2,5.699999999999999,8.6,7.549999999999999,73.39999999999999,Reprovado
239,13,6,3.3,0.9,1.0,96.4,6.5,0.7,0.6,54.3,4.4,0.6,0.7,86.5,6.8,0.9,0.3,81.7,5.2,7.8,5.7,8.0,6.675,79.725,Recuperação
240,14,8,4.6,0.2,0.7,96.5,4.7,0.9,0.6,72.5,3.6,0.2,0.2,90.6,4.3,0.8,1.0,91.4,5.5,6.2,4.0,6.1,5.449999999999999,87.75,Recuperação
241,12,6,5.7,0.4,0.3,67.1,6.4,0.8,0.4,87.8,6.2,0.7,0.1,92.9,5.9,0.3,0.1,71.4,6.4,7.6000000000000005,7.0,6.3,6.825,79.8,Recuperação
242,13,7,7.0,0.4,0.1,76.4,5.0,0.6,0.1,89.7,3.4,0.7,0.3,99.6,7.5,0.5,0.1,82.1,7.5,5.699999999999999,4.3999999999999995,8.1,6.424999999999999,86.95000000000002,Recuperação
243,14,8,4.6,0.4,0.8,60.6,6.8,0.2,0.1,74.7,3.7,0.0,1.0,64.7,5.4,0.2,0.9,97.7,5.8,7.1,4.7,6.500000000000001,6.0249999999999995,74.425,Reprovado
244,11,6,6.1,0.6,0.6,99.8,5.3,0.7,0.0,94.7,6.2,0.4,0.3,85.5,7.7,0.4,0.9,92.0,7.299999999999999,6.0,6.9,9.0,7.3,93.0,Aprovado
245,13,7,7.4,0.9,0.0,99.1,5.1,0.6,0.9,63.4,4.7,0.3,0.5,55.8,4.1,0.5,0.1,71.3,8.3,6.6,5.5,4.699999999999999,6.2749999999999995,72.4,Reprovado
246,12,8,6.1,0.2,0.4,82.5,7.7,0.6,0.2,70.5,6.5,0.7,0.0,70.3,3.4,0.8,0.1,82.2,6.7,8.5,7.2,4.3,6.675,76.375,Recuperação
247,11,8,4.2,0.1,1.0,90.2,4.3,0.5,0.2,94.9,5.8,0.2,0.4,92.4,7.5,0.9,0.0,58.9,5.3,5.0,6.4,8.4,6.275,84.1,Recuperação
248,11,6,3.1,0.2,0.5,85.8,3.6,0.5,0.7,94.8,4.3,0.6,0.6,68.4,7.2,0.4,0.1,78.0,3.8000000000000003,4.8,5.499999999999999,7.7,5.449999999999999,81.75,Recuperação
249,11,6,7.4,0.9,0.4,79.7,5.9,0.3,0.3,84.3,6.3,0.9,1.0,79.6,8.0,0.0,0.2,99.1,8.700000000000001,6.5,8.2,8.2,7.8999999999999995,85.675,Aprovado
250,13,6,3.1,0.6,0.5,52.7,7.8,0.5,0.5,92.9,3.6,0.8,0.5,75.2,6.4,0.9,1.0,75.9,4.2,8.8,4.9,8.3,6.55,74.17500000000001,Reprovado
251,12,7,7.4,0.3,0.2,72.7,4.9,0.2,0.2,54.4,5.7,0.9,0.8,82.3,7.7,0.2,0.7,96.4,7.9,5.300000000000001,7.4,8.6,7.300000000000001,76.44999999999999,Aprovado
252,11,6,5.6,0.8,0.4,83.7,3.3,0.8,1.0,93.2,5.2,1.0,0.5,98.6,7.1,0.6,0.8,70.4,6.8,5.1,6.7,8.5,6.7749999999999995,86.475,Recuperação
253,14,8,7.7,0.9,0.4,83.9,4.7,0.2,0.9,66.0,4.3,0.0,0.0,52.8,7.2,0.0,0.8,99.9,9.0,5.800000000000001,4.3,8.0,6.775,75.65,Recuperação
254,11,8,7.0,0.8,0.1,68.7,5.5,0.1,0.9,58.9,6.0,0.6,0.3,78.7,5.8,0.4,0.5,79.0,7.8999999999999995,6.5,6.8999999999999995,6.7,6.999999999999999,71.325,Reprovado
255,11,6,8.0,0.9,0.8,97.1,3.8,0.4,0.4,62.0,7.4,0.4,0.6,93.2,4.9,1.0,0.8,52.1,9.700000000000001,4.6000000000000005,8.4,6.7,7.3500000000000005,76.10000000000001,Aprovado
